Year,Année,ISO,Juridiction,Revenues,Revenus,Value (dollars),Data qualifier,Valeur (en dollar),Qualificatifs de données,Jurisdiction
2009,2009,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,u,,u,Newfoundland and Labrador
2009,2009,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u,Newfoundland and Labrador
2009,2009,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),500000,e,500000,e,Newfoundland and Labrador
2009,2009,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u,Newfoundland and Labrador
2009,2009,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u,Newfoundland and Labrador
2009,2009,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,,u,,u,Newfoundland and Labrador
2009,2009,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1900000,e,1900000,e,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,,u,,u,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),500000,e,500000,e,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,u,,u,Newfoundland and Labrador
2010,2010,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1900000,e,1900000,e,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,,u,,u,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),500000,e,500000,e,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,u,,u,Newfoundland and Labrador
2011,2011,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1167508,a,1167508,a,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,8106,a,8106,a,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),418925,a,418925,a,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",210,a,210,a,Newfoundland and Labrador
2012,2012,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1167508,e,1167508,e,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,8106,e,8106,e,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),418925,e,418925,e,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",210,e,210,e,Newfoundland and Labrador
2013,2013,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1261076,e,1261076,e,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),597356,e,597356,e,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",538,e,538,e,Newfoundland and Labrador
2014,2014,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1369583,e,1369583,e,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),825647,e,825647,e,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Newfoundland and Labrador
2015,2015,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1476385,a,1476385,a,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),695164,a,695164,a,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,8088,a,8088,a,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Newfoundland and Labrador
2016,2016,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1381179,a,1381179,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),676896,a,676896,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,0,a,0,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Newfoundland and Labrador
2017,2017,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1295552,a,1295552,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,18361,a,18361,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),584099,a,584099,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,0,a,0,a,Newfoundland and Labrador
2018,2018,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1229604,a,1229604,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,17964,a,17964,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),589400,a,589400,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,0,a,0,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Newfoundland and Labrador
2019,2019,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
1990,1990,PE,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,141000,a,141000,a,Prince Edward Island
1990,1990,PE,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a,Prince Edward Island
1990,1990,PE,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Prince Edward Island
1990,1990,PE,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,97000,a,97000,a,Prince Edward Island
1990,1990,PE,Île-du-Prince-Édouard,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Prince Edward Island
1990,1990,PE,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,,s,,s,Prince Edward Island
1990,1990,PE,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",24000,a,24000,a,Prince Edward Island
1990,1990,PE,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",28000,a,28000,a,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,,s,,s,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,58000,a,58000,a,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a,Prince Edward Island
1991,1991,PE,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,90000,a,90000,a,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",26000,a,26000,a,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,,s,,s,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,72000,a,72000,a,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a,Prince Edward Island
1992,1992,PE,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,153000,a,153000,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,111000,a,111000,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,72000,a,72000,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,3000,a,3000,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",41000,a,41000,a,Prince Edward Island
1993,1993,PE,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a,Prince Edward Island
1990,1990,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1000000,a,1000000,a,Newfoundland and Labrador
1990,1990,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
1990,1990,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
1990,1990,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
1990,1990,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),206000,a,206000,a,Newfoundland and Labrador
1990,1990,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,9000,a,9000,a,Newfoundland and Labrador
1990,1990,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",2000,a,2000,a,Newfoundland and Labrador
1990,1990,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",3000,a,3000,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,6000,a,6000,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),204000,a,204000,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
1991,1991,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1104000,a,1104000,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",4000,a,4000,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,10000,a,10000,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),220000,a,220000,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
1992,1992,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,867000,a,867000,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1051000,a,1051000,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),273000,a,273000,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,6000,a,6000,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",11000,a,11000,a,Newfoundland and Labrador
1993,1993,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),329000,a,329000,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,0,a,0,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",8000,a,8000,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1124000,a,1124000,a,Newfoundland and Labrador
1994,1994,NL,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a,Newfoundland and Labrador
1995,1995,NL,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a,Newfoundland and Labrador
1995,1995,NL,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Newfoundland and Labrador
